Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Please select your Field Consultant ID. ,Are you observing a Teaching Fellow or a Partner Teacher?,Which cohort is this Fellow a member of?,Which cohort is this Partner Teacher a member of?,Please select the Cohort 27 Fellow ID that corresponds to the Fellow you observed.,Please select the Cohort 5 Partner Teacher ID that corresponds to the Fellow you observed.,Please enter the school DBN as a letter and 3-digit number (e.g. X232 or K021),K:Please enter the grade level(s) of the observed lesson. Select all that apply. ,1:Please enter the grade level(s) of the observed lesson. Select all that apply. ,2:Please enter the grade level(s) of the observed lesson. Select all that apply. ,3:Please enter the grade level(s) of the observed lesson. Select all that apply. ,4:Please enter the grade level(s) of the observed lesson. Select all that apply. ,5:Please enter the grade level(s) of the observed lesson. Select all that apply. ,6:Please enter the grade level(s) of the observed lesson. Select all that apply. ,7:Please enter the grade level(s) of the observed lesson. Select all that apply. ,8:Please enter the grade level(s) of the observed lesson. Select all that apply. ,9:Please enter the grade level(s) of the observed lesson. Select all that apply. ,10:Please enter the grade level(s) of the observed lesson. Select all that apply. ,11:Please enter the grade level(s) of the observed lesson. Select all that apply. ,12:Please enter the grade level(s) of the observed lesson. Select all that apply. ,"CTT/ICT:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","Self-contained:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","SETTS:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","D75:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","N/A:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","What is the Fellow’s assigned university subject area? (Please select the subject they are training in at their university, NOT the subject they are teaching during this observation.)",What was the date of this observation?,1a: :Please record your observation rating for component 1a: Demonstrating Knowledge of Content and Pedagogy.,1c::Please record your observation rating for component 1c: Setting Instructional Outcomes.,1e::Please record your observation rating for component 1e: Designing Coherent Instruction.,Comments for Domain 1,2b: :Please record your observation rating for component 2b: Establishing a Culture for Learning.,2c::Please record your observation rating for component 2c: Managing Classroom Procedures.,2d::Please record your observation rating for component 2d: Managing Student Behavior.,Comments for Domain 2,3b::Please record your observation rating for component 3b: Using Questioning and Discussion Techniques.,3c::Please record your observation rating for component 3c: Engaging Students in Learning.,3d::Please record your observation rating for component 3d: Using Assessment in Instruction.,Comments for Domain 3,4a::Please record your observation rating for component 4a: Reflecting on Teaching.,Comments for Domain 4,How effective do you believe this Fellow is compared to other teachers with similar experience (eg- first year Fellows compared to other first year teachers)?,URL Redirect
31,3/1/2017 16:08,3/1/2017 16:34,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488402496_58b7384095c7a3.29400191,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,108.30.188.229,-73.83450317,40.70050049,United States,Richmond Hill,NY,11418,1798,Teaching Fellow,Cohort 27,,50841,,M308,,,,,,,,,,,10,,,CTT/ICT,Self-contained,,,,Special Education,2/7/2017,Effective,Developing+,Developing+,Josh is a quick study and has learned a great deal from his co-teachers. He plans collaboratively with both his co-teachers.,Developing+,Developing+,Developing+,I have seen him three times in a self contained class and the culture for learning is quite impressive for a first year teacher. Routines are established and followed for the most part. Severe management issues are handles on an individual basis.,Developing+,Developing+,Developing,His attempts at using questioning techniques to stimulate thought and discussion are heroic. Most of his students are poorly focused or non verbal but his charm and non threatening demeanor have proven successful in keeping students involved.,Developing+,Josh is quite frank and self reflective when we meet. He is a good listener and a willing pupil. His growth has been most rewarding.,Above Average,
32,3/1/2017 16:33,3/1/2017 16:59,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488403978_58b73e0a7723e3.16329429,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:51.0) Gecko/20100101 Firefox/51.0,,24.45.228.245,-73.88670349,40.8647995,United States,Bronx,NY,10458,202,Teaching Fellow,Cohort 27,,50647,,X383,,,,,,,,7,,,,,,,,,,N/A,Math,2/8/2016,Developing+,Developing+,Developing,,Effective,Effective,Effective,,Developing,Developing+,Developing+,,Developing+,,Average,
33,3/1/2017 16:34,3/1/2017 16:43,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488404070_58b73e660b3204.40717801,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,108.30.188.229,-73.83450317,40.70050049,United States,Richmond Hill,NY,11418,1798,Teaching Fellow,Cohort 27,,50887,,M378,,,,,,,,7,,,,,,,,,,N/A,Math,2/7/2017,Developing+,Developing+,Developing,Zu Bin has a good grasp of the math content but does not sufficiently posses the pedagogy to modify the instruction to meet the needs of his diverse classes.,Developing,Developing,Developing,These are the areas in need of most improvement. His lack of experience with middle school students and unassuming personality have led to his inability to get the class to perform up to their potential.,Developing,Developing,Developing,He plans with essential questions in mind but doesn't quite get the desired results. His activities are engaging but his confusion with the strategy that is being imposed upon him sabotages his lessons. He does have an assessment plan but not for formative evaluation during the lesson.,Developing,We have had numerous discussions on his effectiveness and long range plans. He is still in need of professional development in class management and content delivery.,Average,
34,3/1/2017 16:38,3/1/2017 16:38,Partial,,,,English,https://webtop.webmail.optimum.net/1572/messageview.html,https://webtop.webmail.optimum.net/1572/messageview.html,1488404278_58b73f3690ddd7.49054281,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,24.188.121.156,-73.64459991,40.59000015,United States,Long Beach,NY,11561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,3/1/2017 16:59,3/1/2017 17:02,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488405574_58b74446d390e8.15612738,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:51.0) Gecko/20100101 Firefox/51.0,,24.45.228.245,-73.88670349,40.8647995,United States,Bronx,NY,10458,202,Partner Teacher,,Cohort 5,,TCR206,X455,,,,,,,,,,,10,,,,,,,N/A,English,2/14/2017,Effective+,Effective,Effective+,,Effective+,Effective+,Effective+,,Effective,Effective+,Effective,,Effective,,Top 10%,
36,3/1/2017 17:02,3/1/2017 17:05,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488405769_58b7450951d001.15796335,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:51.0) Gecko/20100101 Firefox/51.0,,24.45.228.245,-73.88670349,40.8647995,United States,Bronx,NY,10458,202,Partner Teacher,,Cohort 5,,TCR217,X455,,,,,,,,,,,,11,,,,,,N/A,English,2/14/2017,Developing+,Effective,Effective,,Effective,Effective,Effective,,Developing+,Developing+,Developing+,,Effective,,Above Average,
37,3/1/2017 17:05,3/1/2017 17:09,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488405937_58b745b142c293.83489566,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:51.0) Gecko/20100101 Firefox/51.0,,24.45.228.245,-73.88670349,40.8647995,United States,Bronx,NY,10458,202,Partner Teacher,,Cohort 5,,TCR183,X568,,,,,,,,,,9,,,,CTT/ICT,,,,,Special Education,2/17/2017,Effective,Developing+,Developing+,,Effective,Effective,Effective,,Developing+,Effective,Developing+,,Effective,,Average,
38,3/1/2017 17:09,3/1/2017 17:11,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488406169_58b74699c11b24.86446854,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:51.0) Gecko/20100101 Firefox/51.0,,24.45.228.245,-73.88670349,40.8647995,United States,Bronx,NY,10458,202,Teaching Fellow,Cohort 27,,50819,,x790,,,,,,,,,,,,,12,,Self-contained,,,,Special Education,3/1/2017,Developing,Developing,Developing,,Effective,Effective,Effective,,Developing,Developing,Developing+,,Developing+,,Below Average,
39,3/1/2017 17:22,3/1/2017 17:22,Partial,,,,English,https://outlook.live.com/,https://outlook.live.com/,1488406907_58b7497b243cf3.19529934,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",,72.69.67.57,-73.68240356,40.7492981,United States,New Hyde Park,NY,11040,1799,Teaching Fellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,3/1/2017 17:23,3/1/2017 17:23,Partial,,,,English,https://outlook.live.com/,https://outlook.live.com/,1488406990_58b749ce077615.84488475,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",,72.69.67.57,-73.68240356,40.7492981,United States,New Hyde Park,NY,11040,1799,Teaching Fellow,Cohort 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,3/2/2017 11:11,3/2/2017 11:14,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488471061_58b84415756463.86976450,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,24.188.121.156,-73.64459991,40.59000015,United States,Long Beach,NY,11561,1206,Teaching Fellow,Cohort 27,,50138,,17k45,,,,,,,,,,9,,,,,,,,,Math,2/28/2017,Effective,Effective+,Effective,The teacher is familiar with the concepts of the discipline,Effective+,Effective+,Effective+,The classroom is characterized by a commitment to learning by the teacher or students,Effective,Effective,Developing+,The teacher uses questions to promote thinking in an appropriate manner,Effective,The teacher has a generally accurate impression of the lesson's effectiveness,Average,
42,3/2/2017 11:14,3/2/2017 11:18,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488471273_58b844e96a7e22.92414665,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,24.188.121.156,-73.64459991,40.59000015,United States,Long Beach,NY,11561,1206,Teaching Fellow,Cohort 27,,50781,,18k763,,,,,,,,7,,,,,,,,,,,Math,2/16/2017,Developing+,Developing+,Developing+,The teacher is familiar with the concepts of the discipline,Developing+,Developing+,Developing+,Much instructional time is lost due to  inefficient classroom routines,Developing+,Developing+,Developing+,Teacher's questions are of low cognitive challenge,Developing+,The teacher has a generally accurate impression of the lesson's effectiveness,Below Average,
43,3/2/2017 11:18,3/2/2017 11:21,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488471491_58b845c37cc476.47312267,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,24.188.121.156,-73.64459991,40.59000015,United States,Long Beach,NY,11561,1206,Teaching Fellow,Cohort 27,,51031,,18k589,,,,,,,,,,,10,,,,,,,,Math,2/16/2017,Developing+,Developing+,Developing+,The teacher displays an adequate knowledge of the important concepts in the discipline and how to these relate to one another.,Developing+,Developing+,Developing+,Some instructional time is lost due to only partially effective classroom routin,Developing+,Developing+,Effective,The teacher uses questions to promote thinking in an appropriate manner,Effective,The teacher has a generally accurate impression of the lesson's effectiveness,Average,
44,3/2/2017 11:21,3/2/2017 11:23,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488471674_58b8467a89f482.48604191,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,24.188.121.156,-73.64459991,40.59000015,United States,Long Beach,NY,11561,1206,Teaching Fellow,Cohort 27,,50625,,23k363,,,,,,,,,,,10,,,,,,,,Math,2/28/2017,Effective,Effective,Effective,The teacher is familiar with the concepts of the discipline,Effective,Effective,Effective,The classroom is characterized by a commitment to learning by the teacher or students.,Effective,Effective,Effective,The teacher uses questions to promote thinking in an appropriate manner,Effective,The teacher has a generally accurate impression of the lesson's effectiveness,Average,
45,3/2/2017 11:23,3/2/2017 11:26,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488471816_58b84708994c52.11080585,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,24.188.121.156,-73.64459991,40.59000015,United States,Long Beach,NY,11561,1206,Teaching Fellow,Cohort 27,,50298,,14k050,,,,,,,,,8,,,,,,,,,,Math,2/6/2017,Developing+,Developing+,Developing+,The teacher is familiar with the important concepts in the discipline but  displays a lack of awareness of how these concepts relate to one anther,Developing+,Developing+,Developing+,Some instructional time is lost due to only partially effective classroom routines,Developing+,Developing+,Developing+,The teacher uses questions to promote thinking in an appropriate manner,Developing+,The teacher has a generally accurate impression of the lesson's effectiveness,Average,
46,3/2/2017 11:26,3/2/2017 11:28,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488471993_58b847b96ed110.86331612,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,24.188.121.156,-73.64459991,40.59000015,United States,Long Beach,NY,11561,1206,Partner Teacher,,Cohort 5,,TCR176,23k644,,,,,,,,,,,10,,,,,,,,Math,2/28/2017,Effective,Effective,Effective,The teacher displays an adequate knowledge of the important concepts in the discipline and how to these relate to one another.,Effective,Effective,Effective,The classroom is characterized by a commitment to learning by the teacher or students.,Effective,Effective,Effective,The teacher uses both low and high level questions to promote thinking in an appropriate manner,Effective,The teacher has a generally accurate impression of the lesson's effectiveness,Average,
47,3/2/2017 11:28,3/2/2017 11:30,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488472125_58b8483d402348.59915214,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,24.188.121.156,-73.64459991,40.59000015,United States,Long Beach,NY,11561,1206,Partner Teacher,,Cohort 5,,TCR221,5k395,,,,,,,6,,,,,,,,,,,,Math,2/13/2017,Developing+,Developing+,Developing+,The teacher is familiar with the concepts of the discipline,Developing+,Developing+,Developing+,Some instructional time is lost due to only partially effective classroom routines,Developing+,Developing+,Developing+,The teacher uses questions to promote thinking in an appropriate manner,Developing+,The teacher has a generally accurate impression of the lesson's effectiveness,Average,
48,3/2/2017 19:58,3/2/2017 20:10,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488502701_58b8bfad5abb48.48366330,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safar","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,173.2.47.224,-73.7161026,40.61460114,United States,Lawrence,NY,11559,1951,Teaching Fellow,Cohort 27,,50996,,15K464,,,,,,,,7,,,,,,,,,,,Math,2/28/2017,Effective,Developing+,Developing,"Learning resources are suitable, but there is limited variety.",Developing,Developing,Developing,The teacher attempts to respond to disrespectful behavior with uneven results.,Developing,Developing,Effective,Some students are intellectually engaged throughout the lesson.,Developing,The teacher needs to understand her students' needs and abilities.,Below Average,
49,3/2/2017 20:11,3/2/2017 20:12,Partial,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488503464_58b8c2a8104873.05838022,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safar","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,173.2.47.224,-73.7161026,40.61460114,United States,Lawrence,NY,11559,1951,Teaching Fellow,Cohort 27,,50143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,3/2/2017 20:18,3/2/2017 20:23,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488503899_58b8c45b9c1756.65968424,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safar","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,173.2.47.224,-73.7161026,40.61460114,United States,Lawrence,NY,11559,1951,Teaching Fellow,Cohort 27,,50143,,15K684,,,,,,,,,,,,,12,CTT/ICT,,,,,English,2/28/2017,Effective,Effective,Effective,Activities provide an opportunity for higher level thinking.,Effective+,Effective,Effective,Mostly all students work to help their friends stay on task.,Effective,Effective,Effective,The teacher uses open ended questions inviting students to think and offer multiple answers.,Effective,The teacher makes accurate assessments of the lesson.,Above Average,
51,3/2/2017 20:24,3/2/2017 20:25,Partial,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488504291_58b8c5e3e61f02.96890177,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safar","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,173.2.47.224,-73.7161026,40.61460114,United States,Lawrence,NY,11559,1951,Teaching Fellow,Cohort 27,,50935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,3/2/2017 20:27,3/2/2017 20:35,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488504462_58b8c68e1da282.50649646,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safar","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,173.2.47.224,-73.7161026,40.61460114,United States,Lawrence,NY,11559,1951,Teaching Fellow,Cohort 27,,50935,,32K556,,,,,,,,,,,10,,,CTT/ICT,,,,,English,3/1/2017,Effective,Effective,Effective,The teacher provides a variety of appropriately challenging materials and resources.,Developing+,Developing+,Developing+,The teacher maintains order in the classroom even though threre are three girls who are not responding to the standard of conduct.,Effective,Effective,Effective,Feedback includes specific and timely guidance for students.,Effective,The teacher makes an accurate assessment of the lesson.,Average,
53,3/3/2017 11:31,3/3/2017 11:37,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488558674_58b99a52c49216.83792860,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,74.89.62.183,-73.78759766,40.95130157,United States,New Rochelle,NY,10804,1843,Teaching Fellow,Cohort 27,,50550,,X250,,,,,,,,,,9,,,12,CTT/ICT,,,,,Math,2/6/2017,Developing+,Developing,Developing,,Developing+,Developing+,Developing+,,Developing,Developing+,Developing,,Developing+,,Average,
54,3/3/2017 11:38,3/3/2017 11:41,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488559105_58b99c01261118.35550127,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,74.89.62.183,-73.78759766,40.95130157,United States,New Rochelle,NY,10804,1843,Partner Teacher,,Cohort 5,,TCR203,X301,,,,,,,,7,8,,,,,,,,,N/A,English,2/14/2017,Developing,Developing,Developing,,Developing,Developing,Developing,,Developing,Developing,Developing,,Developing,,Below Average,
55,3/3/2017 11:43,3/3/2017 11:48,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488559380_58b99d14cc6961.94002484,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,74.89.62.183,-73.78759766,40.95130157,United States,New Rochelle,NY,10804,1843,Teaching Fellow,Cohort 27,,50475,,X446,,,,,,,,,,,,11,12,CTT/ICT,,,,,Math,2/2/2017,Developing+,Developing,Developing,,Developing+,Developing+,Developing,,Developing,Developing+,Developing,,Developing+,,Average,
56,3/3/2017 11:49,3/3/2017 11:52,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488559742_58b99e7e12ae16.91413327,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,74.89.62.183,-73.78759766,40.95130157,United States,New Rochelle,NY,10804,1843,Teaching Fellow,Cohort 27,,50691,,X248,,,,,,,,,,,10,11,,CTT/ICT,,,,,Special Education,2/2/2017,Developing+,Developing,Developing,,Developing,Developing+,Developing,,Developing,Developing,Developing,,Developing+,,Average,
