Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Please select your Field Consultant ID. ,Which cohort is this Fellow a member of?,Please select the Cohort 27 Fellow ID that corresponds to the Fellow you observed.,Please enter the school DBN as a letter and 3-digit number (e.g. X232 or K021),K:Please enter the grade level(s) of the observed lesson. Select all that apply. ,1:Please enter the grade level(s) of the observed lesson. Select all that apply. ,2:Please enter the grade level(s) of the observed lesson. Select all that apply. ,3:Please enter the grade level(s) of the observed lesson. Select all that apply. ,4:Please enter the grade level(s) of the observed lesson. Select all that apply. ,5:Please enter the grade level(s) of the observed lesson. Select all that apply. ,6:Please enter the grade level(s) of the observed lesson. Select all that apply. ,7:Please enter the grade level(s) of the observed lesson. Select all that apply. ,8:Please enter the grade level(s) of the observed lesson. Select all that apply. ,9:Please enter the grade level(s) of the observed lesson. Select all that apply. ,10:Please enter the grade level(s) of the observed lesson. Select all that apply. ,11:Please enter the grade level(s) of the observed lesson. Select all that apply. ,12:Please enter the grade level(s) of the observed lesson. Select all that apply. ,"CTT/ICT:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","Self-contained:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","SETTS:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","D75:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","N/A:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","What is the Fellow’s assigned university subject area? (Please select the subject they are training in at their university, NOT the subject they are teaching during this observation.)",What was the date of this observation?,1a: :Please record your observation rating for component 1a: Demonstrating Knowledge of Content and Pedagogy.,1c::Please record your observation rating for component 1c: Setting Instructional Outcomes.,1e::Please record your observation rating for component 1e: Designing Coherent Instruction.,Comments for Domain 1,2b: :Please record your observation rating for component 2b: Establishing a Culture for Learning.,2c::Please record your observation rating for component 2c: Managing Classroom Procedures.,2d::Please record your observation rating for component 2d: Managing Student Behavior.,Comments for Domain 2,3b::Please record your observation rating for component 3b: Using Questioning and Discussion Techniques.,3c::Please record your observation rating for component 3c: Engaging Students in Learning.,3d::Please record your observation rating for component 3d: Using Assessment in Instruction.,Comments for Domain 3,4a::Please record your observation rating for component 4a: Reflecting on Teaching.,Comments for Domain 4,How effective do you believe this Fellow is compared to other teachers with similar experience (eg- first year Fellows compared to other first year teachers)?,URL Redirect
204,3/17/2017 12:10,3/17/2017 12:10,Partial,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489766986_58cc0a4a9b6fe9.05089264,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko,,68.196.232.174,-73.83969879,41.08369827,United States,Tarrytown,NY,10591,2074,Cohort 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,3/17/2017 12:11,3/17/2017 15:20,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489767080_58cc0aa841f001.51021445,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko,,68.196.232.174,-73.83969879,41.08369827,United States,Tarrytown,NY,10591,2074,Cohort 27,50975,K392,,,,,,,6,,,,,,,CTT/ICT,,,,,Special Education,2/7/2017,Effective,Effective,Developing+,"The lesson focused on analyzing key details. Class discussion focused on what they need to know in order to idetify key details. Discussion of the ability to make sense of the meaning of words within sentences and paragraphs enable us to analyze key details. Key details were discussed as students were presented with a video to view. A chart was set up in order to enable students o respond to questions. The teacher modeled how the material should be set up in order to address the question. Students were given a model of how the chart was to be set up in order to affirm or refute a comment. Details had to suuport their refuting or affirming a statement based on what was viewed in the video. The subject matter was taught through use of a video which served to connect with the vsual learner, and auditory learner.  The chart also served to enable students to organize their thoughts.",Effective,Effective,Effective,"Students were engaged in the learning process. Students were actively engaged in clarifying the work that needed to be addressed in order to complete the task. The classroom culture provided opportunities for student to work with their classmates to ensure that they were on target at some points during the lesson. Classroom procedures appear to be in place. Transitions from questioning, video viewing and discussion were appropriate. Time element was appropriate, along with student behavior. There were not any behavior issues.",Effective,Effective,Developing+,"Students were assessed through varied questioning. Pupils provided key details as they responded to questions. The techer provided feedback to students, and students provided responses to questions involving the actions of the character and the key details supporting statements. Furher assessment of students should be incoported by students completing the chart as they frame their answers noting key details to support statements.",Developing+,The teacher noted that less time initially could have been spent on the Do Now activity. For students that require more support a chart could be adapted to further guide them in order to specify key details from the material presented.,Average,
206,3/17/2017 16:00,3/17/2017 16:08,Complete,,,,English,https://mail.aol.com/webmail-std/en-us/DisplayMessage?ws_popup=true&ws_suite=true,https://mail.aol.com/webmail-std/en-us/DisplayMessage?ws_popup=true&ws_suite=true,1489780808_58cc40480f94a2.57480349,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10",,100.33.35.249,-74.1785965,40.54529953,United States,Staten Island,NY,10312,1707,Cohort 27,50269,M376,,,,,,,,,,9,,,,CTT/ICT,,,,,Special Education,3/13/2017,Effective,Effective,Effective,,Effective,Effective,Effective,,Developing+,Developing+,Developing+,,Effective+,,Average,
207,3/17/2017 16:08,3/17/2017 16:13,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489781296_58cc42306a2978.12279882,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10",,100.33.35.249,-74.1785965,40.54529953,United States,Staten Island,NY,10312,1707,Cohort 27,50364,M615,,,,,,,,,,9,,,,CTT/ICT,,,,,Special Education,3/13/2017,Effective,Effective,Developing+,,Effective,Effective,Effective,,Developing,Effective,Developing+,,Effective,,Average,
208,3/17/2017 16:13,3/17/2017 16:13,Partial,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489781585_58cc435142ca61.41193454,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10",,100.33.35.249,-74.1785965,40.54529953,United States,Staten Island,NY,10312,,Cohort 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,3/17/2017 16:42,3/17/2017 16:49,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489783374_58cc4a4e880da5.83832943,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/537.86.7",,96.246.219.121,-73.95120239,40.7804985,United States,New York,NY,10128,1831,Cohort 27,50083,X267,,,,,,,,,,,,11,,CTT/ICT,,,,,Special Education,3/17/2017,Developing,Developing,Developing,,Developing,Developing,Developing,Co teacher was absent from today's class.,N/A,Developing,Developing,,Developing,Students were working independently on a writing assigment.  There was no discussion.,Below Average,
210,3/17/2017 16:51,3/17/2017 16:56,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489783806_58cc4bfed8fe76.83540744,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/537.86.7",,96.246.219.121,-73.95120239,40.7804985,United States,New York,NY,10128,1831,Cohort 27,51197,X267,,,,,,,,,,9,,,,CTT/ICT,,,,,Special Education,03/17/0017,Developing,Developing,Developing+,,Effective,Effective,Effective,,Developing,Developing+,Developing+,,Effective,,Average,
211,3/17/2017 20:29,3/17/2017 22:45,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489796947_58cc7f53bf4b49.48108563,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko,,68.196.232.174,-73.83969879,41.08369827,United States,Tarrytown,NY,10591,2074,Cohort 27,51071,Q267,,,,,,,,,,,10,,,CTT/ICT,,,,,Special Education,3/16/2017,Developing+,Ineffective,Ineffective,"She provided a lesson plan noting the learning objectives. However, the lesson observed only addressed some of the learning objectives at the onset of the lesson. Some basic characteristics of landscapes were reviewed with the class. Pictures were viewed to enable students to review prior lesson topics. Therewas brief reading of a paragraph wa preseted to th class. The passage was read loud before students had to work into groups andcomplet the task of coloring various landscape regions in N.Y. The majority of the period was spent as pupils engaged in this activity. The lesson objective- Explain the effect of climate on landscape development was not dicusse at all.",Developing,Developing+,Effective,"Students were given opportunities to review basic information regarding landscapes from a prior lesson. New information was not imparted to students. There was no discussion regarding the effect of climate on landscape development. The short passage on landscapes was presented with limited questioning. Classroom procedures are in place. However, instructional time was not maximized due to the fact that a great deal of time was spent on one activity which impacted the learning process.The students behavior was appropriate during the period observed and there were no behavior issues exhibited.",Developing,Developing,Developing,"The teacher posed a limited amount of questions to students throughout the lesson. When questions were posed they were basic and did not reflect higher order thinking. Questions reflected non-challenging and/or thought provoking. Tasks were limited and the majority of the lesson involved students coloring in land regions and landscapes from the map presented. There was limited egagement in discussion of the topic, and there was no mention of explaining the effect of climate on landscape development that was a noted objective in the lesson plan. The pacing of the lesson was not in alignment in order to enable students to address the learning objectve as stated. Too much time was spent on having students color in land regions. Lesson needs to be challenging and various opportunities to engage in discussion and assess learning.",Developing,The teacher noted that questioning and discussion that enable students to think and delve deeper need to be evident in her lessons. She also acknowledged that the duration of the activity lasted too long.,Below Average,
212,3/17/2017 20:48,3/17/2017 21:17,Complete,,,,English,https://mail.aol.com/webmail-std/en-us/suite,https://mail.aol.com/webmail-std/en-us/suite,1489796804_58cc7ec456b599.17391274,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/601.7.8",,72.225.187.22,-73.85749817,40.69309998,United States,Woodhaven,NY,11421,1780,Cohort 27,50894,K519,,,,,,,,,,,10,11,,CTT/ICT,,,,,Special Education - D75,3/16/2017,Developing+,Developing+,N/A,TF has solid knowledge of the important concepts in the lesson re:conflicts related to Serbia and Croatia. TF is encouraged to share family experiences linked to Serbia with her students more robustly. TF is encouraged to participate in lesson planning and design with co-teacher so as to have a greater impact on student learning.,Developing+,Developing+,Developing+,TF conveys and encourages student to work hard and teacher response to conduct is consistent and proportionate. TF is respectful to students with effective results.,Developing+,Developing+,Effective,TF provided one to one instruction for some students. TF monitored individual/independent work for some students. TF read aloud to students and provided immediate feedback to some students. TF assess students and provides for an on - going profile of student needs for some areas of learning. TF is encouraged to continue building upon this information in order to more fully meet student needs.,Effective,"TF makes an accurate assessment of a lesson's effectiveness and the extent to which it achieved it's instructional outcomes and can cite general references to support the judgement. TF can make specific, well thought out suggestions of what could advance teaching and learning for future lessons. TF employs suggestions for advancing instructional strategies that advance learning.",Average,
213,3/18/2017 11:06,3/18/2017 11:08,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489849562_58cd4cdab9ebf4.38595502,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50574,M135,,,,,,,,,,,,11,,,,,,N/A,Special Education,3/13/2017,Developing,Developing+,Developing+,,Developing,Developing,Developing,,Developing+,Effective,Developing,,Developing+,,Below Average,
214,3/18/2017 11:08,3/18/2017 11:10,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489849726_58cd4d7eb642d7.64377580,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50295,X568,,,,,,,,,,9,10,,,,,,,N/A,Special Education,3/16/2017,Effective,Developing+,Developing+,,Effective,Developing+,Developing+,,Developing+,Developing+,Developing+,,Effective,,Average,
215,3/18/2017 14:05,3/18/2017 14:06,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489860310_58cd76d6f28449.84816536,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50232,K327,,,,,,,,7,,,,,,,Self-contained,,,,Special Education,2/27/2017,Developing+,Developing+,Developing+,,Developing+,Developing+,Effective,,Effective,Developing+,Effective,,Effective,,Average,
216,3/18/2017 14:07,3/18/2017 14:08,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489860432_58cd77505e32d3.82811660,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50232,K327,,,,,,,,7,,,,,,,Self-contained,,,,Special Education,3/13/2017,Effective,Effective,Effective,,Effective,Developing+,Effective,,Developing+,Effective,Effective,,Developing+,,Above Average,
217,3/18/2017 14:49,3/18/2017 14:59,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489862956_58cd812c978989.65487072,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,67.189.162.233,-73.5970993,41.41719818,United States,Brewster,NY,10509,1708,Cohort 27,50783,Q505,,,,,,,,,,9,,,,CTT/ICT,,,,,Special Education,3/17/2017,Effective,Effective,Effective,,Effective+,Effective+,Effective+,,Effective,Effective,Effective,,Effective+,,Average,
218,3/18/2017 15:00,3/18/2017 15:27,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489863608_58cd83b836fde5.96064767,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,67.189.162.233,-73.5970993,41.41719818,United States,Brewster,NY,10509,1708,Cohort 27,51170,Q358,,,,,,,6,,,,,,,,Self-contained,,,,Special Education,3/3/2017,Effective,Effective,Effective,,Developing+,Effective,Developing+,A managerial system is in place.  The teacher has been made aware that he should implement it at all times.,Developing+,Developing+,Effective,,Effective,,Average,
219,3/18/2017 16:04,3/18/2017 17:35,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489867438_58cd92aeae6692.66490606,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/601.7.8",,72.225.187.22,-73.85749817,40.69309998,United States,Woodhaven,NY,11421,1780,Cohort 27,50286,Q309,,,,,,,,,,9,,,,CTT/ICT,,,,,Special Education - D75,3/17/2017,Developing+,Developing+,N/A,"TF understands the important concepts in the lesson and makes connections through questioning students about related prior knowledge. TF helps co-teacher reinforce vocabulary connect to the subject matter. TF is encouraged to plan lessons with the co-teacher more directly and to implement instructional strategies for teaching the lesson. TF is also encouraged by school leaders to take the lead in this particular setting more often. TF does help to coordinate knowledge of the content, of students, and of resources to design a series of learning experiences aligned to instructional outcomes and suitable to groups of students, however TF is encouraged to directly design set of instructional objectives directly.",Developing+,Effective,Effective,TF conveys and encourages student to work hard and teacher response to conduct is consistent and proportionate. TF is respectful to students with effective results.,Developing+,Developing+,Developing+,TF poses questions that are designed to challenge students' thinking and promote understanding.The lesson is appropriately paced and TF supports students through scaffolding methods. TF is encouraged to provide students with needed materials should if they are not regularly prepared as expected. TF monitors student learning and provides assessments to diagnose evidence of learning. TF is encouraged to allow students more opportunities to share with one another in pairs and/or small group settings.,Effective,TF makes thoughtful assessment of the lesson's effectiveness. TF recognizes and understands viable suggestions and how they may impact effective teaching and learning. TF is able to offer alternative strategies for improvement of instructional strategies.,Above Average,
220,3/20/2017 8:03,3/20/2017 8:38,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490011387_58cfc4fb90d883.90849112,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.246.188.66,-73.51699829,40.72280121,United States,Levittown,NY,11756,1759,Cohort 27,50374,Q281,,,,,,,,7,,,,,,CTT/ICT,,,,,Special Education,2/28/2017,Effective+,Effective+,Effective+,,Effective+,Effective+,Effective+,,Effective,Highly Effective,Effective,,Effective+,,Above Average,
221,3/20/2017 8:39,3/20/2017 8:53,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490013543_58cfcd679d5187.31508886,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.246.188.66,-73.51699829,40.72280121,United States,Levittown,NY,11756,1759,Cohort 27,50101,Q460,,,,,,,,,,,10,,,,Self-contained,,,,Special Education,3/10/2017,Effective,Effective,Effective,,Effective+,Effective+,Effective+,,Effective,Effective+,Effective,,Effective+,,Above Average,
222,3/20/2017 8:54,3/20/2017 9:07,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490014484_58cfd114198708.93814555,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.246.188.66,-73.51699829,40.72280121,United States,Levittown,NY,11756,1759,Cohort 27,50112,Q13,,,,,,,,,8,,,,,CTT/ICT,,,,,Special Education,3/10/2017,Effective+,Effective+,Effective+,,Effective+,Highly Effective,Highly Effective,,Effective+,Effective+,Effective+,,Highly Effective,,Top 10%,
223,3/20/2017 9:08,3/20/2017 9:16,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490015279_58cfd42f2a9285.38915275,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.246.188.66,-73.51699829,40.72280121,United States,Levittown,NY,11756,1759,Cohort 27,50623,Q240,,,,,,,,,,,10,,,CTT/ICT,,,,,Special Education,2/6/2017,Effective+,Effective,Effective,,Effective+,Effective+,Effective+,,Effective,Effective+,Effective,,Effective+,,Above Average,
224,3/20/2017 9:16,3/20/2017 9:28,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490015812_58cfd6441840f6.51761019,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.246.188.66,-73.51699829,40.72280121,United States,Levittown,NY,11756,1759,Cohort 27,50237,Q204,,,,,,,,7,,,,,,,Self-contained,,,,Special Education,3/8/2017,Effective+,Effective+,Effective,,Effective+,Effective+,Effective+,,Effective,Effective+,Effective,,Effective+,,Above Average,
225,3/20/2017 9:31,3/20/2017 9:36,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490016510_58cfd8fe4c2f17.92010506,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.246.188.66,-73.51699829,40.72280121,United States,Levittown,NY,11756,1759,Cohort 27,51133,Q425,,,,,,,,,,,10,,,,Self-contained,,,,Special Education,3/13/2017,Effective+,Effective,Effective+,,Effective+,Effective+,Effective+,,Effective,Effective+,Effective,,Effective+,,Above Average,
226,3/20/2017 9:39,3/20/2017 9:43,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490016982_58cfdad685fb21.61946860,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.246.188.66,-73.51699829,40.72280121,United States,Levittown,NY,11756,1759,Cohort 27,51027,Q425,,,,,,,,,,,,11,,CTT/ICT,,,,,Special Education,3/13/2017,Effective,Effective+,Effective+,,Effective,Effective+,Effective+,,Effective,Effective,Effective,,Effective+,,Average,
227,3/20/2017 9:47,3/20/2017 9:52,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490017441_58cfdca1118e39.22799010,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.246.188.66,-73.51699829,40.72280121,United States,Levittown,NY,11756,1759,Cohort 27,50322,Q356,,,,,,,,,8,,,,,CTT/ICT,,,,,Special Education,2/14/2017,Effective,Effective,Effective,,Effective+,Effective+,Effective+,,Effective,Effective,Effective,,Effective+,,Above Average,
228,3/20/2017 9:52,3/20/2017 9:59,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490017944_58cfde98e705b6.79961976,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.246.188.66,-73.51699829,40.72280121,United States,Levittown,NY,11756,1759,Cohort 27,51028,Q425,,,,,,,,,,,10,,,CTT/ICT,,,,,Special Education,3/13/2017,Developing+,Developing,Developing,,Effective,Effective,Effective+,,Developing+,Effective,Developing+,,Developing,,Below Average,
229,3/20/2017 10:04,3/20/2017 10:07,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490018363_58cfe03be64125.01758527,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.246.188.66,-73.51699829,40.72280121,United States,Levittown,NY,11756,1759,Cohort 27,50426,Q240,,,,,,,,,,9,,,,CTT/ICT,,,,,Special Education,3/3/2017,Effective,Effective,Effective,,Effective+,Effective+,Effective+,,Effective,Effective,Effective,,Effective+,,Average,
